ID,Length,Sinuosity,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle,x,y,area,distance,angle
1,53,,268,150,4,,,268,153,4,3.0,270.0,268,153,4,0.0,0.0,269,153,4,1.0,180.0,268,154,4,1.41421356237,315.0,270,154,4,2.0,180.0,271,154,4,1.0,180.0,273,155,4,2.2360679775,206.565051177,274,155,4,1.0,180.0,277,156,4,3.16227766017,198.434948823,277,157,4,1.0,270.0,276,157,4,1.0,0.0,280,158,4,4.12310562562,194.036243468,280,158,4,0.0,0.0,281,158,4,1.0,180.0,282,159,4,1.41421356237,225.0,282,159,4,0.0,0.0,283,160,4,1.41421356237,225.0,284,160,4,1.0,180.0,285,161,4,1.41421356237,225.0,286,161,4,1.0,180.0,286,162,4,1.0,270.0,288,162,4,2.0,180.0,291,162,4,3.0,180.0,290,162,4,1.0,0.0,292,163,4,2.2360679775,206.565051177,291,162,4,1.41421356237,45.0,292,164,4,2.2360679775,243.434948823,293,164,4,1.0,180.0,298,166,4,5.38516480713,201.801409486,297,166,4,1.0,0.0,299,166,4,2.0,180.0,298,167,4,1.41421356237,315.0,299,167,4,1.0,180.0,301,168,4,2.2360679775,206.565051177,301,168,4,0.0,0.0,306,171,4,5.83095189485,210.963756532,306,171,4,0.0,0.0,308,171,4,2.0,180.0,309,172,4,1.41421356237,225.0,310,172,4,1.0,180.0,311,173,4,1.41421356237,225.0,310,174,4,1.41421356237,315.0,311,174,4,1.0,180.0,312,175,4,1.41421356237,225.0,313,175,4,1.0,180.0,316,175,4,3.0,180.0,314,176,4,2.2360679775,333.434948823,315,177,4,1.41421356237,225.0,314,175,4,2.2360679775,63.4349488229,319,179,4,6.40312423743,218.659808254,319,179,4,0.0,0.0,320,180,4,1.41421356237,225.0
1,2,,349,213,4,,,348,213,4,1.0,0.0
1,37,,349,213,4,,,351,215,4,2.82842712475,225.0,367,227,4,20.0,216.869897646,367,228,4,1.0,270.0,368,228,4,1.0,180.0,370,229,4,2.2360679775,206.565051177,378,231,4,8.24621125124,194.036243468,383,233,4,5.38516480713,201.801409486,384,233,4,1.0,180.0,384,234,4,1.0,270.0,387,235,4,3.16227766017,198.434948823,387,235,4,0.0,0.0,388,236,4,1.41421356237,225.0,389,236,4,1.0,180.0,391,237,4,2.2360679775,206.565051177,391,237,4,0.0,0.0,391,238,4,1.0,270.0,393,238,4,2.0,180.0,395,239,4,2.2360679775,206.565051177,395,239,4,0.0,0.0,396,240,4,1.41421356237,225.0,399,241,4,3.16227766017,198.434948823,399,242,4,1.0,270.0,403,243,4,4.12310562562,194.036243468,410,247,4,8.0622577483,209.744881297,410,248,4,1.0,270.0,412,248,4,2.0,180.0,412,248,4,0.0,0.0,414,248,4,2.0,180.0,414,249,4,1.0,270.0,415,249,4,1.0,180.0,418,250,4,3.16227766017,198.434948823,420,251,4,2.2360679775,206.565051177,421,252,4,1.41421356237,225.0,423,252,4,2.0,180.0,435,257,4,13.0,202.619864948,439,258,4,4.12310562562,194.036243468
1,1,,491,277,4,,
1,53,,491,277,4,,,493,277,4,2.0,180.0,493,277,4,0.0,0.0,494,277,4,1.0,180.0,496,278,4,2.2360679775,206.565051177,497,278,4,1.0,180.0,497,279,4,1.0,270.0,498,279,4,1.0,180.0,498,279,4,0.0,0.0,506,282,4,8.54400374532,200.55604522,507,283,4,1.41421356237,225.0,510,284,4,3.16227766017,198.434948823,510,284,4,0.0,0.0,511,285,4,1.41421356237,225.0,511,286,4,1.0,270.0,512,287,4,1.41421356237,225.0,513,287,4,1.0,180.0,508,285,4,5.38516480713,21.8014094864,520,294,4,15.0,216.869897646,519,295,4,1.41421356237,315.0,520,295,4,1.0,180.0,521,296,4,1.41421356237,225.0,521,297,4,1.0,270.0,522,298,4,1.41421356237,225.0,523,299,4,1.41421356237,225.0,524,300,4,1.41421356237,225.0,524,301,4,1.0,270.0,525,301,4,1.0,180.0,526,302,4,1.41421356237,225.0,526,303,4,1.0,270.0,525,302,4,1.41421356237,45.0,528,305,4,4.24264068712,225.0,533,313,4,9.43398113206,237.994616792,534,314,4,1.41421356237,225.0,534,315,4,1.0,270.0,535,316,4,1.41421356237,225.0,535,317,4,1.0,270.0,536,318,4,1.41421356237,225.0,536,318,4,0.0,0.0,536,319,4,1.0,270.0,537,320,4,1.41421356237,225.0,538,321,4,1.41421356237,225.0,539,323,4,2.2360679775,243.434948823,539,324,4,1.0,270.0,542,332,4,8.54400374532,249.44395478,542,332,4,0.0,0.0,544,335,4,3.60555127546,236.309932474,546,335,4,2.0,180.0,544,337,4,2.82842712475,315.0,543,337,4,1.0,0.0,544,339,4,2.2360679775,243.434948823,545,340,4,1.41421356237,225.0,546,341,4,1.41421356237,225.0
1,1,,119,170,4,,
1,1,,119,170,4,,
1,1,,24,156,4,,
1,1,,24,156,4,,
1,1,,179,229,4,,
1,1,,179,229,4,,
1,1,,645,314,4,,
1,2,,645,314,4,,,634,292,4,24.5967477525,63.4349488229
1,1,,539,182,4,,
1,1,,539,182,4,,
1,1,,640,190,4,,
1,1,,640,190,4,,
1,1,,759,191,4,,
1,1,,759,191,4,,
1,1,,717,374,4,,
1,3,,717,374,4,,,718,370,4,4.12310562562,104.036243468,718,369,4,1.0,90.0
1,1,,173,387,4,,
1,4,,173,387,4,,,149,373,4,27.7848879789,30.2564371635,140,369,4,9.8488578018,23.9624889746,111,362,4,29.8328677804,13.5704343852
1,1,,39,358,4,,
1,3,,39,358,4,,,31,358,4,8.0,0.0,25,357,4,6.0827625303,9.46232220803
1,1,,768,222,4,,
1,2,,768,222,4,,,775,242,4,21.1896201004,250.709953781
1,1,,824,204,4,,
1,1,,824,204,4,,
1,1,,620,31,4,,
1,1,,620,31,4,,
1,1,,658,53,4,,
1,1,,658,53,4,,
1,1,,693,73,4,,
1,1,,693,73,4,,
1,1,,726,91,4,,
1,1,,726,91,4,,
1,1,,758,105,4,,
1,1,,758,105,4,,
1,1,,839,132,3,,
1,1,,839,132,3,,
1,1,,176,241,4,,
1,1,,176,241,4,,
1,1,,156,279,4,,
1,1,,156,279,4,,
1,1,,705,214,4,,
1,1,,705,214,4,,
1,1,,632,185,4,,
1,1,,632,185,4,,
1,1,,186,58,4,,
1,1,,186,58,4,,
1,1,,133,34,4,,
1,1,,133,34,4,,
1,1,,21,228,4,,
1,4,,21,228,4,,,32,230,4,11.1803398875,190.304846469,37,232,4,5.38516480713,201.801409486,42,234,4,5.38516480713,201.801409486
1,1,,91,255,4,,
1,10,,91,255,4,,,98,258,4,7.61577310586,203.198590514,112,262,4,14.5602197786,195.945395901,118,264,4,6.32455532034,198.434948823,125,267,4,7.61577310586,203.198590514,126,266,4,1.41421356237,135.0,140,270,4,14.5602197786,195.945395901,149,272,4,9.21954445729,192.528807709,165,274,4,16.1245154966,187.125016349,172,274,4,7.0,180.0
1,1,,207,276,4,,
1,6,,207,276,4,,,214,275,4,7.07106781187,171.869897646,220,275,4,6.0,180.0,227,275,4,7.0,180.0,245,275,4,18.0,180.0,252,275,4,7.0,180.0
1,1,,408,283,4,,
1,2,,408,283,4,,,427,283,4,19.0,180.0
1,1,,500,280,4,,
1,1,,500,280,4,,
1,1,,561,273,4,,
1,1,,561,273,4,,
1,1,,636,264,4,,
1,1,,636,264,4,,
1,1,,781,238,4,,
1,1,,781,238,4,,
1,1,,836,226,4,,
1,1,,836,226,4,,
1,1,,26,405,4,,
1,1,,26,405,4,,
1,1,,63,410,4,,
1,2,,63,410,4,,,66,410,4,3.0,180.0
1,1,,143,406,4,,
1,10,,143,406,4,,,150,406,4,7.0,180.0,151,406,4,1.0,180.0,152,406,4,1.0,180.0,167,409,4,15.2970585408,191.309932474,168,409,4,1.0,180.0,174,410,4,6.0827625303,189.462322208,175,410,4,1.0,180.0,176,410,4,1.0,180.0,181,412,4,5.38516480713,201.801409486
1,2,,73,124,4,,,69,120,4,5.65685424949,45.0
1,1,,34,121,4,,
1,5,,34,121,4,,,39,121,4,5.0,180.0,45,121,4,6.0,180.0,51,120,4,6.0827625303,170.537677792,62,120,4,11.0,180.0
1,11,,73,124,4,,,75,119,4,5.38516480713,111.801409486,81,119,4,6.0,180.0,87,118,4,6.0827625303,170.537677792,94,117,4,7.07106781187,171.869897646,101,117,4,7.0,180.0,107,116,4,6.0827625303,170.537677792,115,115,4,8.0622577483,172.874983651,121,115,4,6.0,180.0,128,114,4,7.07106781187,171.869897646,135,114,4,7.0,180.0
1,1,,204,110,4,,
